year,mean_days,burned_ratio,mean_intensity,mean_aerosol,fips,name,n_hospital_beds_2017,n_hospitals_2017,n_active_mds_2017,n_medicare_bene_2017,n_medicare_eligible_2018,p_poverty,n_pop_2018,p65older,p5younger,p_nonwhite,p_white,ed_rate
2019,1.097325149,0.02065633,186.3777075,149.1936531,06047,Merced,230,2,259,28782,37547,22.32014170819993,274765,11.225956726657325,15.919058104198132,71.95603515731625,28.04396484268375,59.4
2020,1.159965413,0.019754944,381.6506036,229.5788264,06047,Merced,230,2,259,28782,37547,22.32014170819993,274765,11.225956726657325,15.919058104198132,71.95603515731625,28.04396484268375,NA
2015,1.193158713,0.015529779,598.494014,160.1578088,06049,Modoc,91,2,6,2174,2720,17.880121909922114,8777,26.86567164179105,10.618662413125213,20.884128973453343,79.11587102654666,67.9
2016,1.19047619,0.006630943,479.4424603,141.998827,06049,Modoc,91,2,6,2174,2720,17.880121909922114,8777,26.86567164179105,10.618662413125213,20.884128973453343,79.11587102654666,80.1
2017,1.379024678,0.042487254,1248.431197,173.194411,06049,Modoc,91,2,6,2174,2720,17.880121909922114,8777,26.86567164179105,10.618662413125213,20.884128973453343,79.11587102654666,106
2018,1.715499878,0.026589089,1225.46607,224.7688976,06049,Modoc,91,2,6,2174,2720,17.880121909922114,8777,26.86567164179105,10.618662413125213,20.884128973453343,79.11587102654666,109.3
2019,1.05267942,0.00749247,2106.613416,136.1662148,06049,Modoc,91,2,6,2174,2720,17.880121909922114,8777,26.86567164179105,10.618662413125213,20.884128973453343,79.11587102654666,90.8
2020,1.387246985,0.011501063,986.6801316,191.8633678,06049,Modoc,91,2,6,2174,2720,17.880121909922114,8777,26.86567164179105,10.618662413125213,20.884128973453343,79.11587102654666,NA
2015,1.16344542,0.008398222,1686.54297,166.2727399,06051,Mono,17,1,28,1452,1861,9.726143421795596,14250,15.810526315789474,9.775438596491227,33.40350877192982,66.59649122807018,32
2016,1.165517241,0.015310337,2328.093103,139.5302097,06051,Mono,17,1,28,1452,1861,9.726143421795596,14250,15.810526315789474,9.775438596491227,33.40350877192982,66.59649122807018,28.1
2017,1.271841593,0.007862826,958.282927,155.4611934,06051,Mono,17,1,28,1452,1861,9.726143421795596,14250,15.810526315789474,9.775438596491227,33.40350877192982,66.59649122807018,32
2018,1.037282519,0.008496357,2500.989229,168.7909964,06051,Mono,17,1,28,1452,1861,9.726143421795596,14250,15.810526315789474,9.775438596491227,33.40350877192982,66.59649122807018,54.9
2019,2.432432432,0.007813551,456.8261744,138.1716419,06051,Mono,17,1,28,1452,1861,9.726143421795596,14250,15.810526315789474,9.775438596491227,33.40350877192982,66.59649122807018,46.5
2020,1.574632903,0.020472581,2754.257842,222.2572384,06051,Mono,17,1,28,1452,1861,9.726143421795596,14250,15.810526315789474,9.775438596491227,33.40350877192982,66.59649122807018,NA
2015,1.139240506,0.006953534,329.139241,130.6113214,06053,Monterey,738,4,824,53684,66878,13.91459830511958,435594,13.590866724518705,14.612230655151356,69.29480204043215,30.705197959567855,50.2
2016,2.343978306,0.080231253,1503.604546,175.6214974,06053,Monterey,738,4,824,53684,66878,13.91459830511958,435594,13.590866724518705,14.612230655151356,69.29480204043215,30.705197959567855,44.3
2017,1,0.007181004,1295.435541,137.9647878,06053,Monterey,738,4,824,53684,66878,13.91459830511958,435594,13.590866724518705,14.612230655151356,69.29480204043215,30.705197959567855,43.1
2018,1.059724564,0.007368779,305.1745831,138.5230689,06053,Monterey,738,4,824,53684,66878,13.91459830511958,435594,13.590866724518705,14.612230655151356,69.29480204043215,30.705197959567855,36.3
2019,1.155917727,0.007921057,658.0780242,131.9887498,06053,Monterey,738,4,824,53684,66878,13.91459830511958,435594,13.590866724518705,14.612230655151356,69.29480204043215,30.705197959567855,36.4
2020,1.781335416,0.099802975,1676.131735,182.6580678,06053,Monterey,738,4,824,53684,66878,13.91459830511958,435594,13.590866724518705,14.612230655151356,69.29480204043215,30.705197959567855,NA
2015,1.009512066,0.009364046,611.841289,129.6608184,06055,Napa,1573,3,442,15450,31111,8.00507898675633,139417,19.12607501237295,10.651498741186511,46.77191447241011,53.2280855275899,41.9
2016,1,0.004689446,130.7221245,122.3941393,06055,Napa,1573,3,442,15450,31111,8.00507898675633,139417,19.12607501237295,10.651498741186511,46.77191447241011,53.2280855275899,33.5
2017,1.369799772,0.158992503,2062.055735,155.0997411,06055,Napa,1573,3,442,15450,31111,8.00507898675633,139417,19.12607501237295,10.651498741186511,46.77191447241011,53.2280855275899,40.2
2018,1.168212928,0.065071628,904.163553,178.5786881,06055,Napa,1573,3,442,15450,31111,8.00507898675633,139417,19.12607501237295,10.651498741186511,46.77191447241011,53.2280855275899,37.4
2019,1.729446064,0.005657685,220.3895773,120.1373966,06055,Napa,1573,3,442,15450,31111,8.00507898675633,139417,19.12607501237295,10.651498741186511,46.77191447241011,53.2280855275899,36.8
2020,1.439065218,0.40302348,2461.783006,184.4746973,06055,Napa,1573,3,442,15450,31111,8.00507898675633,139417,19.12607501237295,10.651498741186511,46.77191447241011,53.2280855275899,NA
2015,1.166955517,0.009253221,494.254549,129.2459532,06057,Nevada,166,2,215,22561,31097,11.883102570781654,99696,27.46348900658,8.946196437168993,13.391710800834536,86.60828919916547,42.8
2016,1.600470958,0.001702571,105.0196232,120.6648304,06057,Nevada,166,2,215,22561,31097,11.883102570781654,99696,27.46348900658,8.946196437168993,13.391710800834536,86.60828919916547,33.6
2017,1,0.007837975,223.3043478,135.1723833,06057,Nevada,166,2,215,22561,31097,11.883102570781654,99696,27.46348900658,8.946196437168993,13.391710800834536,86.60828919916547,38.5
2018,1,0.003067034,159.6666667,148.8779303,06057,Nevada,166,2,215,22561,31097,11.883102570781654,99696,27.46348900658,8.946196437168993,13.391710800834536,86.60828919916547,26.1
2019,1,0.003343668,342.7701839,106.1632636,06057,Nevada,166,2,215,22561,31097,11.883102570781654,99696,27.46348900658,8.946196437168993,13.391710800834536,86.60828919916547,27.2
2020,1,0.002044689,153,192.6072554,06057,Nevada,166,2,215,22561,31097,11.883102570781654,99696,27.46348900658,8.946196437168993,13.391710800834536,86.60828919916547,NA
2015,1,9.77e-4,301.593268,155.612845,06059,Orange,6260,31,10462,198932,517276,11.862431043129387,3185968,14.764335360556036,11.790670841640594,58.329901618597546,41.67009838140245,33.9
2016,1,0.004246445,276.892546,162.2591161,06059,Orange,6260,31,10462,198932,517276,11.862431043129387,3185968,14.764335360556036,11.790670841640594,58.329901618597546,41.67009838140245,29.2
2017,1.037277977,0.018746566,1610.075433,164.2970363,06059,Orange,6260,31,10462,198932,517276,11.862431043129387,3185968,14.764335360556036,11.790670841640594,58.329901618597546,41.67009838140245,29.7
2018,1.900283039,0.037761703,6943.085042,165.1556653,06059,Orange,6260,31,10462,198932,517276,11.862431043129387,3185968,14.764335360556036,11.790670841640594,58.329901618597546,41.67009838140245,26.5
2019,1,2.85e-4,134.8798077,150.2859074,06059,Orange,6260,31,10462,198932,517276,11.862431043129387,3185968,14.764335360556036,11.790670841640594,58.329901618597546,41.67009838140245,26.9
2020,1.162969925,0.036448991,1605.798402,176.4937746,06059,Orange,6260,31,10462,198932,517276,11.862431043129387,3185968,14.764335360556036,11.790670841640594,58.329901618597546,41.67009838140245,NA
2015,1.030717286,0.010525221,484.16841,136.9874168,06061,Placer,740,3,1290,35373,87785,7.891165975254165,393149,19.561540281165662,11.48775655031553,26.05755069960753,73.94244930039248,31.4
2016,1.056342302,0.008568915,614.3097815,126.7308567,06061,Placer,740,3,1290,35373,87785,7.891165975254165,393149,19.561540281165662,11.48775655031553,26.05755069960753,73.94244930039248,28.3
2017,1,0.00438587,263.2549407,140.4989495,06061,Placer,740,3,1290,35373,87785,7.891165975254165,393149,19.561540281165662,11.48775655031553,26.05755069960753,73.94244930039248,34.7
2018,1.208379764,0.011667627,1228.800312,159.3165344,06061,Placer,740,3,1290,35373,87785,7.891165975254165,393149,19.561540281165662,11.48775655031553,26.05755069960753,73.94244930039248,33
2019,1.161290323,0.002740735,304.8247944,113.6811248,06061,Placer,740,3,1290,35373,87785,7.891165975254165,393149,19.561540281165662,11.48775655031553,26.05755069960753,73.94244930039248,29.8
2020,1.328565494,0.014604253,567.3394874,200.0475659,06061,Placer,740,3,1290,35373,87785,7.891165975254165,393149,19.561540281165662,11.48775655031553,26.05755069960753,73.94244930039248,NA
2015,1.2,0.006351781,323.036667,137.6468345,06063,Plumas,126,3,24,5183,6607,13.013552449044926,18804,28.42480323335461,8.987449478834291,14.688364177834504,85.3116358221655,56.3
2016,1.291666667,0.003048855,478.1041667,126.7546619,06063,Plumas,126,3,24,5183,6607,13.013552449044926,18804,28.42480323335461,8.987449478834291,14.688364177834504,85.3116358221655,61.4
2017,1.701149425,0.011052099,511.8678161,144.6132698,06063,Plumas,126,3,24,5183,6607,13.013552449044926,18804,28.42480323335461,8.987449478834291,14.688364177834504,85.3116358221655,63.2
2018,1.231000785,0.011419257,405.9795829,156.757744,06063,Plumas,126,3,24,5183,6607,13.013552449044926,18804,28.42480323335461,8.987449478834291,14.688364177834504,85.3116358221655,61.5
2019,1.738403386,0.045074729,1956.899775,119.2047354,06063,Plumas,126,3,24,5183,6607,13.013552449044926,18804,28.42480323335461,8.987449478834291,14.688364177834504,85.3116358221655,53.4
2020,2.633621323,0.123508515,2646.580953,196.5021366,06063,Plumas,126,3,24,5183,6607,13.013552449044926,18804,28.42480323335461,8.987449478834291,14.688364177834504,85.3116358221655,NA
2015,1.254186603,0.002681051,433.158808,153.3338402,06065,Riverside,3537,18,3104,120992,390574,14.947389184678858,2450758,14.40868498644093,13.391693508702206,64.11546958124792,35.88453041875208,43.2
2016,1.042713568,0.002127309,163.871608,154.3598696,06065,Riverside,3537,18,3104,120992,390574,14.947389184678858,2450758,14.40868498644093,13.391693508702206,64.11546958124792,35.88453041875208,41.5
2017,1.102478232,0.005320054,469.3966092,146.6130344,06065,Riverside,3537,18,3104,120992,390574,14.947389184678858,2450758,14.40868498644093,13.391693508702206,64.11546958124792,35.88453041875208,43.2
2018,1.498558903,0.011745097,3916.025936,152.2929673,06065,Riverside,3537,18,3104,120992,390574,14.947389184678858,2450758,14.40868498644093,13.391693508702206,64.11546958124792,35.88453041875208,37.9
2019,1.19716141,0.006941904,746.9703116,143.2365637,06065,Riverside,3537,18,3104,120992,390574,14.947389184678858,2450758,14.40868498644093,13.391693508702206,64.11546958124792,35.88453041875208,39
2020,1.217702363,0.013397948,1410.168031,160.9684514,06065,Riverside,3537,18,3104,120992,390574,14.947389184678858,2450758,14.40868498644093,13.391693508702206,64.11546958124792,35.88453041875208,NA
2015,1.033255086,0.010017231,389.095201,154.6696606,06067,Sacramento,3101,13,4758,95716,266365,16.085233713245984,1540975,14.120994824705138,12.976005451094276,53.787829134152076,46.212170865847924,69.2
2016,1,0.006794421,154.018458,147.5956869,06067,Sacramento,3101,13,4758,95716,266365,16.085233713245984,1540975,14.120994824705138,12.976005451094276,53.787829134152076,46.212170865847924,60.7
2017,1.008117777,0.009494684,159.2634838,160.4519662,06067,Sacramento,3101,13,4758,95716,266365,16.085233713245984,1540975,14.120994824705138,12.976005451094276,53.787829134152076,46.212170865847924,68.6
2018,1.137103336,0.016055265,313.3102455,206.2048902,06067,Sacramento,3101,13,4758,95716,266365,16.085233713245984,1540975,14.120994824705138,12.976005451094276,53.787829134152076,46.212170865847924,64.5
2019,1,0.006441701,181.1750152,142.2683613,06067,Sacramento,3101,13,4758,95716,266365,16.085233713245984,1540975,14.120994824705138,12.976005451094276,53.787829134152076,46.212170865847924,59.4
2020,1.058152794,0.017185273,458.5326872,223.3249257,06067,Sacramento,3101,13,4758,95716,266365,16.085233713245984,1540975,14.120994824705138,12.976005451094276,53.787829134152076,46.212170865847924,NA
2015,1,0.005783439,1523.58069,127.0508571,06069,San Benito,181,1,46,6670,9200,9.401425965843144,61537,12.89793132586899,13.621073500495635,65.51180590539025,34.488194094609746,50.1
2016,1,9.54e-4,105,151.7099275,06069,San Benito,181,1,46,6670,9200,9.401425965843144,61537,12.89793132586899,13.621073500495635,65.51180590539025,34.488194094609746,48.7
2017,1,5.33e-5,176,129.5000184,06069,San Benito,181,1,46,6670,9200,9.401425965843144,61537,12.89793132586899,13.621073500495635,65.51180590539025,34.488194094609746,61.2
2018,1.166051661,0.017234349,997.0304971,128.1619495,06069,San Benito,181,1,46,6670,9200,9.401425965843144,61537,12.89793132586899,13.621073500495635,65.51180590539025,34.488194094609746,56.7
2019,1.10312886,0.004543329,436.0077192,121.2845334,06069,San Benito,181,1,46,6670,9200,9.401425965843144,61537,12.89793132586899,13.621073500495635,65.51180590539025,34.488194094609746,60.6
2020,1,0.006915998,2368.724138,177.2600486,06069,San Benito,181,1,46,6670,9200,9.401425965843144,61537,12.89793132586899,13.621073500495635,65.51180590539025,34.488194094609746,NA
2015,1.974847647,0.004565277,2629.49191,148.2673424,06071,San Bernardino,6314,27,4071,85340,310289,17.373194821183237,2171603,11.574905726322903,14.430400031681666,71.04222088475656,28.957779115243444,59.3
2016,1.265269728,0.004332725,1867.198449,151.7810299,06071,San Bernardino,6314,27,4071,85340,310289,17.373194821183237,2171603,11.574905726322903,14.430400031681666,71.04222088475656,28.957779115243444,51.9
2017,1.32800441,0.001038729,975.9332966,146.9225076,06071,San Bernardino,6314,27,4071,85340,310289,17.373194821183237,2171603,11.574905726322903,14.430400031681666,71.04222088475656,28.957779115243444,51.4
2018,1.414095486,7.8e-4,879.3606893,157.5967109,06071,San Bernardino,6314,27,4071,85340,310289,17.373194821183237,2171603,11.574905726322903,14.430400031681666,71.04222088475656,28.957779115243444,47.4
2019,1.273551785,6.63e-4,251.9912229,146.804378,06071,San Bernardino,6314,27,4071,85340,310289,17.373194821183237,2171603,11.574905726322903,14.430400031681666,71.04222088475656,28.957779115243444,49.5
2020,1.861928141,0.007263673,2029.923879,166.0685392,06071,San Bernardino,6314,27,4071,85340,310289,17.373194821183237,2171603,11.574905726322903,14.430400031681666,71.04222088475656,28.957779115243444,NA
2015,1.209742277,0.003141175,521.247304,129.3770496,06073,San Diego,7136,27,10734,207968,542899,12.794227136473332,3343364,14.041366719268378,12.2359994305137,53.08566461803142,46.91433538196858,37
2016,1.24832146,0.005601121,1019.730844,132.9282506,06073,San Diego,7136,27,10734,207968,542899,12.794227136473332,3343364,14.041366719268378,12.2359994305137,53.08566461803142,46.91433538196858,30.9
2017,1.051408699,0.005695855,984.3071418,133.5558969,06073,San Diego,7136,27,10734,207968,542899,12.794227136473332,3343364,14.041366719268378,12.2359994305137,53.08566461803142,46.91433538196858,31.7
2018,1.089469297,0.004132732,645.4342873,133.4913539,06073,San Diego,7136,27,10734,207968,542899,12.794227136473332,3343364,14.041366719268378,12.2359994305137,53.08566461803142,46.91433538196858,28.7
2019,1.142511177,0.001541019,168.8366244,127.65327,06073,San Diego,7136,27,10734,207968,542899,12.794227136473332,3343364,14.041366719268378,12.2359994305137,53.08566461803142,46.91433538196858,29.8
2020,1.052774544,0.011096885,2238.033799,144.0873966,06073,San Diego,7136,27,10734,207968,542899,12.794227136473332,3343364,14.041366719268378,12.2359994305137,53.08566461803142,46.91433538196858,NA
2015,0,0,0,135.3916437,06075,San Francisco,4392,12,7041,68073,152570,11.20535345779957,883305,15.651332212542666,8.151997328216188,57.98642597970124,42.01357402029877,41.3
2016,0,0,0,137.4490711,06075,San Francisco,4392,12,7041,68073,152570,11.20535345779957,883305,15.651332212542666,8.151997328216188,57.98642597970124,42.01357402029877,38.5
2017,0,0,0,160.9891721,06075,San Francisco,4392,12,7041,68073,152570,11.20535345779957,883305,15.651332212542666,8.151997328216188,57.98642597970124,42.01357402029877,41.7
2018,0,0,0,167.7868363,06075,San Francisco,4392,12,7041,68073,152570,11.20535345779957,883305,15.651332212542666,8.151997328216188,57.98642597970124,42.01357402029877,36.1
2019,0,0,0,152.5151152,06075,San Francisco,4392,12,7041,68073,152570,11.20535345779957,883305,15.651332212542666,8.151997328216188,57.98642597970124,42.01357402029877,33.2
2020,1,3.6e-4,143.5,168.9816383,06075,San Francisco,4392,12,7041,68073,152570,11.20535345779957,883305,15.651332212542666,8.151997328216188,57.98642597970124,42.01357402029877,NA
2015,1.206123068,0.018047984,209.8058,143.5375568,06077,San Joaquin,1150,8,1177,54666,115609,16.272081392603404,752660,12.743602689129222,14.66253022613132,67.36507852151038,32.63492147848962,66.2
2016,1.112653834,0.014447323,121.8778006,138.649484,06077,San Joaquin,1150,8,1177,54666,115609,16.272081392603404,752660,12.743602689129222,14.66253022613132,67.36507852151038,32.63492147848962,57.5
2017,1.131249094,0.044009399,203.6511281,151.2334038,06077,San Joaquin,1150,8,1177,54666,115609,16.272081392603404,752660,12.743602689129222,14.66253022613132,67.36507852151038,32.63492147848962,65.9
2018,1.153177696,0.026441017,174.7145419,189.9110617,06077,San Joaquin,1150,8,1177,54666,115609,16.272081392603404,752660,12.743602689129222,14.66253022613132,67.36507852151038,32.63492147848962,60.5
2019,1.119604371,0.044802657,185.4381627,132.1963088,06077,San Joaquin,1150,8,1177,54666,115609,16.272081392603404,752660,12.743602689129222,14.66253022613132,67.36507852151038,32.63492147848962,57.9
2020,1.336264338,0.059935646,923.3784064,215.2610932,06077,San Joaquin,1150,8,1177,54666,115609,16.272081392603404,752660,12.743602689129222,14.66253022613132,67.36507852151038,32.63492147848962,NA
2015,1.216216216,0.003392911,1589.13514,142.3042893,06079,San Luis Obispo,1615,6,772,49056,66077,12.850867133607382,284010,20.083799866201893,9.523256223372416,29.878877504313227,70.12112249568678,40.1
2016,1.673477784,0.026222689,1559.555793,159.3281672,06079,San Luis Obispo,1615,6,772,49056,66077,12.850867133607382,284010,20.083799866201893,9.523256223372416,29.878877504313227,70.12112249568678,38.1
2017,1.029609143,0.008841707,1384.392667,151.0700202,06079,San Luis Obispo,1615,6,772,49056,66077,12.850867133607382,284010,20.083799866201893,9.523256223372416,29.878877504313227,70.12112249568678,33.3
2018,1,0.004493315,150.0408163,143.9754847,06079,San Luis Obispo,1615,6,772,49056,66077,12.850867133607382,284010,20.083799866201893,9.523256223372416,29.878877504313227,70.12112249568678,28.3
2019,1.090964684,0.007056607,351.4297508,142.6866085,06079,San Luis Obispo,1615,6,772,49056,66077,12.850867133607382,284010,20.083799866201893,9.523256223372416,29.878877504313227,70.12112249568678,31.1
2020,1.048678057,0.007535247,263.2312446,175.9553246,06079,San Luis Obispo,1615,6,772,49056,66077,12.850867133607382,284010,20.083799866201893,9.523256223372416,29.878877504313227,70.12112249568678,NA
2015,0,0,0,144.0941995,06081,San Mateo,1165,7,3610,53009,131906,7.127338250735666,769545,16.103151862464184,11.32916203730776,59.48424068767907,40.51575931232092,36.4
2016,0,0,0,153.5467353,06081,San Mateo,1165,7,3610,53009,131906,7.127338250735666,769545,16.103151862464184,11.32916203730776,59.48424068767907,40.51575931232092,32.5
2017,1,4.49e-4,170,164.1940021,06081,San Mateo,1165,7,3610,53009,131906,7.127338250735666,769545,16.103151862464184,11.32916203730776,59.48424068767907,40.51575931232092,31.8
2018,0,0,0,175.566668,06081,San Mateo,1165,7,3610,53009,131906,7.127338250735666,769545,16.103151862464184,11.32916203730776,59.48424068767907,40.51575931232092,27.5
2019,0,0,0,155.687675,06081,San Mateo,1165,7,3610,53009,131906,7.127338250735666,769545,16.103151862464184,11.32916203730776,59.48424068767907,40.51575931232092,25.9
2020,1.643684014,0.051852882,1699.345546,187.4689162,06081,San Mateo,1165,7,3610,53009,131906,7.127338250735666,769545,16.103151862464184,11.32916203730776,59.48424068767907,40.51575931232092,NA
2015,1.571428571,0.00245572,667.017857,128.3641203,06083,Santa Barbara,874,6,1123,56467,78651,14.614080107106997,446527,15.33277942879154,12.460612684115404,54.65022271889494,45.34977728110506,40.7
2016,1.543319377,0.027764765,3786.533381,140.2647627,06083,Santa Barbara,874,6,1123,56467,78651,14.614080107106997,446527,15.33277942879154,12.460612684115404,54.65022271889494,45.34977728110506,37.7
2017,1.620426005,0.047052827,4075.579568,142.0673209,06083,Santa Barbara,874,6,1123,56467,78651,14.614080107106997,446527,15.33277942879154,12.460612684115404,54.65022271889494,45.34977728110506,33.5
2018,1.094339623,0.004648326,800.0943396,138.9469094,06083,Santa Barbara,874,6,1123,56467,78651,14.614080107106997,446527,15.33277942879154,12.460612684115404,54.65022271889494,45.34977728110506,27.5
2019,1.026315789,0.006665525,1651.065789,135.9497195,06083,Santa Barbara,874,6,1123,56467,78651,14.614080107106997,446527,15.33277942879154,12.460612684115404,54.65022271889494,45.34977728110506,27.8
2020,1,0.001912641,295.8448121,157.7166989,06083,Santa Barbara,874,6,1123,56467,78651,14.614080107106997,446527,15.33277942879154,12.460612684115404,54.65022271889494,45.34977728110506,NA
2015,1,4.45e-4,89.0067265,129.1552158,06085,Santa Clara,3972,12,8022,114958,278733,8.38556089225154,1937570,13.477242112543031,11.95337458775683,67.30786500616752,32.69213499383248,35.1
2016,1.633704735,0.010737722,636.8480966,150.2549536,06085,Santa Clara,3972,12,8022,114958,278733,8.38556089225154,1937570,13.477242112543031,11.95337458775683,67.30786500616752,32.69213499383248,29.1
2017,1,0.001016943,96.5,141.1584234,06085,Santa Clara,3972,12,8022,114958,278733,8.38556089225154,1937570,13.477242112543031,11.95337458775683,67.30786500616752,32.69213499383248,30.7
2018,1,5.08e-4,105.5,150.7535373,06085,Santa Clara,3972,12,8022,114958,278733,8.38556089225154,1937570,13.477242112543031,11.95337458775683,67.30786500616752,32.69213499383248,26.4
2019,1,0.001525415,167,131.3751852,06085,Santa Clara,3972,12,8022,114958,278733,8.38556089225154,1937570,13.477242112543031,11.95337458775683,67.30786500616752,32.69213499383248,23.9
2020,1.470676079,0.195616975,2116.878707,182.8211903,06085,Santa Clara,3972,12,8022,114958,278733,8.38556089225154,1937570,13.477242112543031,11.95337458775683,67.30786500616752,32.69213499383248,NA
2015,1,0.006014602,230.272727,142.4224852,06087,Santa Cruz,359,3,697,39944,52207,13.992540694534554,274255,16.45439463273231,10.442471422581177,41.63424550144938,58.365754498550615,36.5
2016,1.187103988,0.005753005,283.3407877,164.6816572,06087,Santa Cruz,359,3,697,39944,52207,13.992540694534554,274255,16.45439463273231,10.442471422581177,41.63424550144938,58.365754498550615,34.4
2017,0,0,0,159.7245903,06087,Santa Cruz,359,3,697,39944,52207,13.992540694534554,274255,16.45439463273231,10.442471422581177,41.63424550144938,58.365754498550615,29.8
2018,1,0.002187128,1065.5,164.4181182,06087,Santa Cruz,359,3,697,39944,52207,13.992540694534554,274255,16.45439463273231,10.442471422581177,41.63424550144938,58.365754498550615,27.9
2019,0,0,0,152.9729983,06087,Santa Cruz,359,3,697,39944,52207,13.992540694534554,274255,16.45439463273231,10.442471422581177,41.63424550144938,58.365754498550615,29.4
2020,1.28837128,0.171779615,4537.81116,194.4514334,06087,Santa Cruz,359,3,697,39944,52207,13.992540694534554,274255,16.45439463273231,10.442471422581177,41.63424550144938,58.365754498550615,NA
2015,1.226371776,0.004421646,423.819609,153.1468657,06089,Shasta,574,5,391,43963,50181,17.76724228967158,180040,20.858142634970008,11.77849366807376,18.33203732503888,81.66796267496112,60.5
2016,1.128451279,0.003983103,335.7267012,120.915373,06089,Shasta,574,5,391,43963,50181,17.76724228967158,180040,20.858142634970008,11.77849366807376,18.33203732503888,81.66796267496112,46.4
2017,1.475081509,0.00290603,391.7434211,167.39865,06089,Shasta,574,5,391,43963,50181,17.76724228967158,180040,20.858142634970008,11.77849366807376,18.33203732503888,81.66796267496112,45.3
2018,2.299192505,0.147543308,2246.859981,235.3778867,06089,Shasta,574,5,391,43963,50181,17.76724228967158,180040,20.858142634970008,11.77849366807376,18.33203732503888,81.66796267496112,38.6
2019,1.067146493,0.003855194,703.26547,115.9784852,06089,Shasta,574,5,391,43963,50181,17.76724228967158,180040,20.858142634970008,11.77849366807376,18.33203732503888,81.66796267496112,39.8
2020,1.19269014,0.031579902,1169.320016,205.3757076,06089,Shasta,574,5,391,43963,50181,17.76724228967158,180040,20.858142634970008,11.77849366807376,18.33203732503888,81.66796267496112,NA
2015,1,0.001379799,353,135.0162392,06091,Sierra,0,0,1,802,999,11.703901300433476,2987,31.63709407432206,9.106126548376295,16.103113491797792,83.8968865082022,NA
2016,1,3.44e-4,80,126.8550444,06091,Sierra,0,0,1,802,999,11.703901300433476,2987,31.63709407432206,9.106126548376295,16.103113491797792,83.8968865082022,NA
2017,1,0.001657112,219.3102041,139.8679076,06091,Sierra,0,0,1,802,999,11.703901300433476,2987,31.63709407432206,9.106126548376295,16.103113491797792,83.8968865082022,NA
2018,1,0.003017973,129.3312416,145.519857,06091,Sierra,0,0,1,802,999,11.703901300433476,2987,31.63709407432206,9.106126548376295,16.103113491797792,83.8968865082022,52.5
2019,1,0.005059264,290.223262,111.3278035,06091,Sierra,0,0,1,802,999,11.703901300433476,2987,31.63709407432206,9.106126548376295,16.103113491797792,83.8968865082022,NA
2020,1.288624788,0.033464189,3104.615834,188.8352211,06091,Sierra,0,0,1,802,999,11.703901300433476,2987,31.63709407432206,9.106126548376295,16.103113491797792,83.8968865082022,NA
2015,1.137098551,0.009305806,589.62603,169.9971423,06093,Siskiyou,58,2,61,11273,14234,20.329281919138943,43724,25.5237398225231,10.9344982160827,21.857561064861404,78.14243893513859,47
2016,1.963855422,0.017353837,904.4710843,132.4876289,06093,Siskiyou,58,2,61,11273,14234,20.329281919138943,43724,25.5237398225231,10.9344982160827,21.857561064861404,78.14243893513859,33.7
2017,2.785360114,0.078657609,1324.007003,230.5081133,06093,Siskiyou,58,2,61,11273,14234,20.329281919138943,43724,25.5237398225231,10.9344982160827,21.857561064861404,78.14243893513859,42.1
2018,2.058661974,0.024771547,519.6160602,225.2463888,06093,Siskiyou,58,2,61,11273,14234,20.329281919138943,43724,25.5237398225231,10.9344982160827,21.857561064861404,78.14243893513859,34.1
2019,1.17385286,0.009921779,620.9344152,126.857289,06093,Siskiyou,58,2,61,11273,14234,20.329281919138943,43724,25.5237398225231,10.9344982160827,21.857561064861404,78.14243893513859,40.4
2020,1.91233329,0.054618261,6201.524875,204.1472901,06093,Siskiyou,58,2,61,11273,14234,20.329281919138943,43724,25.5237398225231,10.9344982160827,21.857561064861404,78.14243893513859,NA
2015,1.236500987,0.016748018,591.379732,146.7494213,06095,Solano,1064,7,915,34729,82492,10.91528269780765,446610,15.769911108125658,12.168110879738474,60.504914802624214,39.495085197375786,83.2
2016,1.096369637,0.01089074,308.5949835,139.9517668,06095,Solano,1064,7,915,34729,82492,10.91528269780765,446610,15.769911108125658,12.168110879738474,60.504914802624214,39.495085197375786,80.8
2017,1.210172872,0.021623331,619.0910239,168.7187519,06095,Solano,1064,7,915,34729,82492,10.91528269780765,446610,15.769911108125658,12.168110879738474,60.504914802624214,39.495085197375786,91.7
2018,1.023479582,0.031228749,2129.997905,203.1003893,06095,Solano,1064,7,915,34729,82492,10.91528269780765,446610,15.769911108125658,12.168110879738474,60.504914802624214,39.495085197375786,79.6
2019,1.095238095,0.007698999,528.015873,135.1882761,06095,Solano,1064,7,915,34729,82492,10.91528269780765,446610,15.769911108125658,12.168110879738474,60.504914802624214,39.495085197375786,70.1
2020,1.04462972,0.070356339,7336.3797,217.3306085,06095,Solano,1064,7,915,34729,82492,10.91528269780765,446610,15.769911108125658,12.168110879738474,60.504914802624214,39.495085197375786,NA
2015,1,0.002824705,123.189048,133.9894259,06097,Sonoma,1367,9,1385,48741,109755,10.453237395803791,499942,19.745090430489935,10.369402850730683,35.285093070796215,64.71490692920379,40.2
2016,1,0.001690404,217.2222222,132.2866249,06097,Sonoma,1367,9,1385,48741,109755,10.453237395803791,499942,19.745090430489935,10.369402850730683,35.285093070796215,64.71490692920379,36.6
