GEOID,mean,year
6105,179.0254664,2017
6027,146.6653218,2017
6051,155.4611934,2017
6003,165.581059,2017
6011,162.0588555,2017
6049,173.194411,2017
6005,142.9545419,2017
6063,144.6132698,2017
6093,230.5081133,2017
6021,169.7426065,2017
6029,164.613725,2017
6007,163.5802329,2017
6033,140.7164268,2017
6015,261.7958101,2017
6025,157.2282587,2017
6023,217.0477838,2017
6053,137.9647878,2017
6073,133.5558969,2017
6079,151.0700202,2017
6083,142.0673209,2017
6109,168.6209012,2017
6035,155.3729922,2017
6045,164.6231794,2017
6019,166.2496292,2017
6039,168.7375477,2017
6111,147.6674445,2017
6071,146.9225076,2017
6065,146.6130344,2017
6047,168.4449827,2017
6099,146.0595205,2017
6103,168.1286301,2017
6089,167.39865,2017
6067,160.4519662,2017
6061,140.4989495,2017
6017,141.2044966,2017
6113,155.6739436,2017
6057,135.1723833,2017
6115,153.9210503,2017
6101,166.9116497,2017
6055,155.0997411,2017
6069,129.5000184,2017
6085,141.1584234,2017
6087,159.7245903,2017
6097,163.6064763,2017
6077,151.2334038,2017
6095,168.7187519,2017
6031,177.1846822,2017
6107,171.6003425,2017
6059,164.2970363,2017
6037,149.9302262,2017
6013,149.1390552,2017
6001,150.4195808,2017
6075,160.9891721,2017
6081,164.1940021,2017
6041,173.547074,2017
6091,145.519857,2018
6009,162.5876393,2018
6043,208.3724898,2018
6105,186.2306889,2018
6027,155.1339391,2018
6051,168.7909964,2018
6003,180.6933107,2018
6011,243.085131,2018
6049,224.7688976,2018
6005,165.0270917,2018
6063,156.757744,2018
6093,225.2463888,2018
6021,255.6669858,2018
6029,166.1227562,2018
6007,208.3015292,2018
6033,196.606592,2018
6015,223.5899957,2018
6025,165.6604174,2018
6023,183.7479384,2018
6053,138.5230689,2018
6073,133.4913539,2018
6079,143.9754847,2018
6083,138.9469094,2018
6109,194.4771871,2018
6035,195.9304447,2018
6045,178.7320492,2018
6019,170.1296609,2018
6039,190.7867998,2018
6111,141.541217,2018
6071,157.5967109,2018
6065,152.2929673,2018
6047,172.8197819,2018
6099,163.5719676,2018
6103,232.7717285,2018
6089,235.3778867,2018
6067,206.2048902,2018
6061,159.3165344,2018
6017,159.2222038,2018
6113,212.2368809,2018
6057,148.8779303,2018
6115,197.4129823,2018
6101,231.4301086,2018
6055,178.5786881,2018
6069,128.1619495,2018
6085,150.7535373,2018
6087,164.4181182,2018
6097,175.4258208,2018
6077,189.9110617,2018
6095,203.1003893,2018
6031,176.8088451,2018
6107,177.3202431,2018
6059,165.1556653,2018
6037,151.3102047,2018
6013,173.556011,2018
6001,168.9814194,2018
6075,167.7868363,2018
6081,175.566668,2018
6041,180.4260918,2018
6091,111.3278035,2019
6009,112.5360609,2019
6043,130.2543844,2019
6105,117.207259,2019
6027,144.6339426,2019
6051,138.1716419,2019
6003,131.1131146,2019
6011,132.7542446,2019
6049,136.1662148,2019
6005,119.6815736,2019
6063,119.2047354,2019
6093,126.857289,2019
6021,129.9787087,2019
6029,153.7335642,2019
6007,132.3331598,2019
6033,117.0862134,2019
6015,142.247726,2019
6025,152.3607953,2019
6023,135.4569782,2019
6053,131.9887498,2019
6073,127.65327,2019
6079,142.6866085,2019
6083,135.9497195,2019
6109,124.002692,2019
6035,129.5685247,2019
6045,130.106608,2019
6019,142.4362331,2019
6039,130.7970282,2019
6111,144.6638785,2019
6071,146.804378,2019
6065,143.2365637,2019
6047,149.1936531,2019
6099,125.1851189,2019
6103,120.3691139,2019
6089,115.9784852,2019
6067,142.2683613,2019
6061,113.6811248,2019
6017,116.7614153,2019
6113,134.1173905,2019
6057,106.1632636,2019
6115,127.0989303,2019
6101,146.7938765,2019
6055,120.1373966,2019
6069,121.2845334,2019
6085,131.3751852,2019
6087,152.9729983,2019
6097,132.406437,2019
6077,132.1963088,2019
6095,135.1882761,2019
6031,156.9876267,2019
6107,139.1777232,2019
6059,150.2859074,2019
6037,144.8967528,2019
6013,131.6729205,2019
6001,139.4508239,2019
6075,152.5151152,2019
6081,155.687675,2019
6041,146.5491962,2019
6091,188.8352211,2020
6009,208.382432,2020
6043,267.7747447,2020
6105,243.1782135,2020
6027,180.3263413,2020
6051,222.2572384,2020
6003,243.3109547,2020
6011,213.6477386,2020
6049,191.8633678,2020
6005,205.6524706,2020
6063,196.5021366,2020
6093,204.1472901,2020
6021,241.9261552,2020
6029,198.2387663,2020
6007,238.6706852,2020
6033,184.3857448,2020
6015,225.9913553,2020
6025,162.2955895,2020
6023,226.2764543,2020
6053,182.6580678,2020
6073,144.0873966,2020
6079,175.9553246,2020
6083,157.7166989,2020
6109,243.8301484,2020
6035,183.9895683,2020
6045,203.1946057,2020
6019,268.1202574,2020
6039,295.2993875,2020
6111,166.0003979,2020
6071,166.0685392,2020
6065,160.9684514,2020
6047,229.5788264,2020
6099,209.6852687,2020
6103,244.3345021,2020
6089,205.3757076,2020
6067,223.3249257,2020
6061,200.0475659,2020
6017,200.0225198,2020
6113,208.2764527,2020
6057,192.6072554,2020
6115,232.6365152,2020
6101,230.6684085,2020
6055,184.4746973,2020
6069,177.2600486,2020
6085,182.8211903,2020
6087,194.4514334,2020
6097,178.7405307,2020
6077,215.2610932,2020
6095,217.3306085,2020
6031,224.9987042,2020
6107,263.4337767,2020
6059,176.4937746,2020
6037,174.1835865,2020
6013,197.8556301,2020
6001,194.9025987,2020
6075,168.9816383,2020
6081,187.4689162,2020
6041,166.2849818,2020
